iso2c,iso3c,country,year,gdp_percap,population,birth_rate,neonat_mortal_rate,region,income
CN,CHN,China,2011,10274.49435,1344130000,11.93,7.5,East Asia & Pacific,Upper middle income
CN,CHN,China,1996,2060.029708,1217550000,16.98,25.7,East Asia & Pacific,Upper middle income
CN,CHN,China,1997,2265.313589,1230075000,16.57,24.4,East Asia & Pacific,Upper middle income
CN,CHN,China,1998,2446.149933,1241935000,15.64,23.3,East Asia & Pacific,Upper middle income
CN,CHN,China,1990,979.9789832,1135185000,21.06,29.7,East Asia & Pacific,Upper middle income
CN,CHN,China,2001,3205.927472,1271850000,13.38,20.1,East Asia & Pacific,Upper middle income
CN,CHN,China,2002,3527.351904,1280400000,12.86,18.6,East Asia & Pacific,Upper middle income
CN,CHN,China,2006,5836.832773,1311020000,12.09,12.6,East Asia & Pacific,Upper middle income
CN,CHN,China,1994,1659.312916,1191835000,17.7,28,East Asia & Pacific,Upper middle income
CN,CHN,China,2008,7569.679892,1324655000,12.14,10.1,East Asia & Pacific,Upper middle income
CN,CHN,China,1995,1859.830418,1204855000,17.12,26.9,East Asia & Pacific,Upper middle income
CN,CHN,China,2012,11219.92767,1350695000,12.1,6.9,East Asia & Pacific,Upper middle income
CN,CHN,China,2007,6807.112205,1317885000,12.1,11.3,East Asia & Pacific,Upper middle income
CO,COL,Colombia,2012,12058.4613,46881018,16.393,9.4,Latin America & Caribbean,Upper middle income
CO,COL,Colombia,2003,7241.331945,42152147,19.865,12.3,Latin America & Caribbean,Upper middle income
CO,COL,Colombia,1994,5827.996645,36823539,24.051,16.3,Latin America & Caribbean,Upper middle income
CO,COL,Colombia,1991,5050.719252,34916770,25.843,17.6,Latin America & Caribbean,Upper middle income
CO,COL,Colombia,1996,6294.865168,38049040,22.843,15.4,Latin America & Caribbean,Upper middle income
CO,COL,Colombia,1990,4869.162131,34271563,26.401,17.9,Latin America & Caribbean,Upper middle income
CO,COL,Colombia,1992,5327.885353,35558683,25.267,17.2,Latin America & Caribbean,Upper middle income
CO,COL,Colombia,1993,5485.499263,36195170,24.667,16.8,Latin America & Caribbean,Upper middle income
CO,COL,Colombia,2006,8957.336622,43835744,18.663,11.4,Latin America & Caribbean,Upper middle income
CO,COL,Colombia,2011,11496.52725,46406446,16.727,9.7,Latin America & Caribbean,Upper middle income
CO,COL,Colombia,2010,10680.00208,45918101,17.079,10,Latin America & Caribbean,Upper middle income
CO,COL,Colombia,2013,12727.09917,47342363,16.076,9.1,Latin America & Caribbean,Upper middle income
CO,COL,Colombia,1995,6155.688368,37441980,23.435,15.9,Latin America & Caribbean,Upper middle income
CO,COL,Colombia,2001,6750.687139,40988909,20.593,13.1,Latin America & Caribbean,Upper middle income
CO,COL,Colombia,2000,6585.333975,40403959,20.959,13.5,Latin America & Caribbean,Upper middle income
CO,COL,Colombia,2004,7732.320562,42724157,19.48,12,Latin America & Caribbean,Upper middle income
CO,COL,Colombia,2005,8248.354961,43285636,19.078,11.7,Latin America & Caribbean,Upper middle income
CO,COL,Colombia,2009,10260.20522,45416276,17.451,10.4,Latin America & Caribbean,Upper middle income
CO,COL,Colombia,1999,6256.810181,39819279,21.355,14,Latin America & Caribbean,Upper middle income
CO,COL,Colombia,2007,9710.901183,44374647,18.247,11,Latin America & Caribbean,Upper middle income
CO,COL,Colombia,2008,10132.23949,44901660,17.842,10.7,Latin America & Caribbean,Upper middle income
CO,COL,Colombia,1998,6528.900673,39234059,21.796,14.4,Latin America & Caribbean,Upper middle income
CO,COL,Colombia,2014,13376.63066,47791393,15.773,8.8,Latin America & Caribbean,Upper middle income
CO,COL,Colombia,1997,6520.037003,38645409,22.293,14.9,Latin America & Caribbean,Upper middle income
CO,COL,Colombia,2002,6927.320919,41572493,20.234,12.7,Latin America & Caribbean,Upper middle income
CR,CRI,Costa Rica,1995,6135.623732,3510925,23.24,8.6,Latin America & Caribbean,Upper middle income
CR,CRI,Costa Rica,1994,5927.400739,3425692,23.947,8.7,Latin America & Caribbean,Upper middle income
CR,CRI,Costa Rica,2013,14386.89677,4706433,15.022,6.4,Latin America & Caribbean,Upper middle income
CR,CRI,Costa Rica,2000,7588.726,3925450,19.499,7.7,Latin America & Caribbean,Upper middle income
CR,CRI,Costa Rica,1992,5299.643773,3257463,25.322,8.8,Latin America & Caribbean,Upper middle income
CR,CRI,Costa Rica,1993,5682.253894,3341005,24.64,8.8,Latin America & Caribbean,Upper middle income
CR,CRI,Costa Rica,2004,8934.268856,4187039,17.366,7,Latin America & Caribbean,Upper middle income
CR,CRI,Costa Rica,1997,6452.75894,3682725,21.761,8.4,Latin America & Caribbean,Upper middle income
CR,CRI,Costa Rica,1998,6911.702669,3767369,20.995,8.2,Latin America & Caribbean,Upper middle income
CR,CRI,Costa Rica,2012,13839.46892,4654148,15.287,6.5,Latin America & Caribbean,Upper middle income
CR,CRI,Costa Rica,2008,12011.73098,4429506,16.345,6.7,Latin America & Caribbean,Upper middle income
CR,CRI,Costa Rica,2014,14972.58432,4757606,14.768,6.3,Latin America & Caribbean,Upper middle income
CR,CRI,Costa Rica,2005,9624.79691,4247843,17.054,7,Latin America & Caribbean,Upper middle income
CR,CRI,Costa Rica,2001,7705.16082,3996800,18.831,7.4,Latin America & Caribbean,Upper middle income
CR,CRI,Costa Rica,2006,10638.83689,4308790,16.801,6.9,Latin America & Caribbean,Upper middle income
CR,CRI,Costa Rica,1990,4712.559231,3095994,26.615,8.9,Latin America & Caribbean,Upper middle income
CR,CRI,Costa Rica,2009,11823.19203,4488261,16.102,6.6,Latin America & Caribbean,Upper middle income
CR,CRI,Costa Rica,1991,4869.365996,3175654,25.984,8.8,Latin America & Caribbean,Upper middle income
CR,CRI,Costa Rica,2011,13072.14256,4600487,15.564,6.5,Latin America & Caribbean,Upper middle income
CR,CRI,Costa Rica,2002,7918.920307,4063208,18.247,7.2,Latin America & Caribbean,Upper middle income
CR,CRI,Costa Rica,1999,7433.929706,3848725,20.231,8,Latin America & Caribbean,Upper middle income
CR,CRI,Costa Rica,1996,6152.650692,3596733,22.512,8.5,Latin America & Caribbean,Upper middle income
CR,CRI,Costa Rica,2010,12402.95929,4545273,15.84,6.6,Latin America & Caribbean,Upper middle income
CR,CRI,Costa Rica,2003,8463.380463,4125970,17.759,7.1,Latin America & Caribbean,Upper middle income
CR,CRI,Costa Rica,2007,11624.96873,4369465,16.574,6.8,Latin America & Caribbean,Upper middle income
CU,CUB,Cuba,1996,7345.594523,10955372,14.283,5.2,Latin America & Caribbean,Upper middle income
CU,CUB,Cuba,2000,8948.602699,11116787,13.125,4.2,Latin America & Caribbean,Upper middle income
CU,CUB,Cuba,2011,18924.76327,11323570,10.702,2.6,Latin America & Caribbean,Upper middle income
CU,CUB,Cuba,2002,9666.82919,11184540,12.568,4,Latin America & Caribbean,Upper middle income
CU,CUB,Cuba,2014,,11379111,10.246,2.4,Latin America & Caribbean,Upper middle income
CU,CUB,Cuba,2003,10205.7586,11214837,12.3,3.8,Latin America & Caribbean,Upper middle income
CU,CUB,Cuba,1995,6719.779946,10906048,14.605,5.6,Latin America & Caribbean,Upper middle income
CU,CUB,Cuba,2007,16093.62914,11284043,11.371,3.1,Latin America & Caribbean,Upper middle income
CU,CUB,Cuba,1992,7280.831716,10735775,15.859,6.2,Latin America & Caribbean,Upper middle income
CU,CUB,Cuba,1994,6455.768483,10853435,14.975,5.9,Latin America & Caribbean,Upper middle income
CU,CUB,Cuba,2010,18061.00964,11308133,10.854,2.7,Latin America & Caribbean,Upper middle income
CU,CUB,Cuba,1998,7713.899128,11041893,13.695,4.3,Latin America & Caribbean,Upper middle income
CU,CUB,Cuba,1999,8287.856106,11080506,13.409,4.2,Latin America & Caribbean,Upper middle income
CU,CUB,Cuba,2001,9414.413637,11151472,12.844,4.1,Latin America & Caribbean,Upper middle income
CU,CUB,Cuba,2013,20648.97391,11362505,10.4,2.4,Latin America & Caribbean,Upper middle income
CU,CUB,Cuba,1990,8851.151197,10582082,16.79,6.7,Latin America & Caribbean,Upper middle income
CU,CUB,Cuba,1991,8104.652527,10664577,16.34,6.4,Latin America & Caribbean,Upper middle income
CU,CUB,Cuba,2008,17075.49136,11290239,11.183,2.9,Latin America & Caribbean,Upper middle income
CU,CUB,Cuba,1993,6308.728246,10797556,15.396,6,Latin America & Caribbean,Upper middle income
CU,CUB,Cuba,2005,12678.60448,11261052,11.802,3.4,Latin America & Caribbean,Upper middle income
CU,CUB,Cuba,2006,14626.52465,11275199,11.577,3.2,Latin America & Caribbean,Upper middle income
CU,CUB,Cuba,2012,19820.97698,11342631,10.552,2.5,Latin America & Caribbean,Upper middle income
CU,CUB,Cuba,1997,7647.935406,11000431,13.986,4.7,Latin America & Caribbean,Upper middle income
CU,CUB,Cuba,2004,11066.04515,11240680,12.044,3.6,Latin America & Caribbean,Upper middle income
CU,CUB,Cuba,2009,17443.36295,11297442,11.012,2.8,Latin America & Caribbean,Upper middle income
CW,CUW,Curacao,2003,,131897,,,Latin America & Caribbean,High income
CW,CUW,Curacao,2011,,150831,13.1,,Latin America & Caribbean,High income
CW,CUW,Curacao,1994,,144630,,,Latin America & Caribbean,High income
CW,CUW,Curacao,2013,,153822,12.7,,Latin America & Caribbean,High income
CW,CUW,Curacao,2000,,133860,,,Latin America & Caribbean,High income
CW,CUW,Curacao,2001,,129047,,,Latin America & Caribbean,High income
CW,CUW,Curacao,2004,,134192,,,Latin America & Caribbean,High income
CW,CUW,Curacao,2010,,148703,13.6,,Latin America & Caribbean,High income
CW,CUW,Curacao,1990,,145400,,,Latin America & Caribbean,High income
CW,CUW,Curacao,1993,,144299,,,Latin America & Caribbean,High income
CW,CUW,Curacao,2006,,141239,13.6,,Latin America & Caribbean,High income
CW,CUW,Curacao,1999,,139428,,,Latin America & Caribbean,High income
CW,CUW,Curacao,1995,,145139,,,Latin America & Caribbean,High income
CW,CUW,Curacao,1996,,146306,,,Latin America & Caribbean,High income
CW,CUW,Curacao,2012,,152088,13.4,,Latin America & Caribbean,High income
CW,CUW,Curacao,1997,,146956,,,Latin America & Caribbean,High income
CW,CUW,Curacao,1998,,144472,,,Latin America & Caribbean,High income
CW,CUW,Curacao,2014,,155909,12.6,,Latin America & Caribbean,High income
CW,CUW,Curacao,1991,,144403,,,Latin America & Caribbean,High income
CW,CUW,Curacao,2002,,129205,,,Latin America & Caribbean,High income
CW,CUW,Curacao,2008,,145880,13.8,,Latin America & Caribbean,High income
CW,CUW,Curacao,2009,,146833,13,,Latin America & Caribbean,High income
CW,CUW,Curacao,2007,,144056,13.4,,Latin America & Caribbean,High income
CW,CUW,Curacao,1992,,143912,,,Latin America & Caribbean,High income
CW,CUW,Curacao,2005,,137658,,,Latin America & Caribbean,High income
CY,CYP,Cyprus,1996,16877.30315,873246,15.73,4.2,Europe & Central Asia,High income
CY,CYP,Cyprus,2005,27330.88191,1032586,11.945,2.4,Europe & Central Asia,High income
CY,CYP,Cyprus,2013,30587.42435,1141652,11.436,1.6,Europe & Central Asia,High income
CY,CYP,Cyprus,1995,16530.19092,855389,16.439,4.5,Europe & Central Asia,High income
CY,CYP,Cyprus,2003,23829.73189,998150,12.251,2.6,Europe & Central Asia,High income
CY,CYP,Cyprus,2000,20726.62731,943287,13.244,3.2,Europe & Central Asia,High income
CY,CYP,Cyprus,1990,13189.512,766611,19.048,5.6,Europe & Central Asia,High income
CY,CYP,Cyprus,2002,22994.54008,979883,12.501,2.8,Europe & Central Asia,High income
CY,CYP,Cyprus,1993,14669.40598,818814,17.726,5.1,Europe & Central Asia,High income
CY,CYP,Cyprus,2004,25595.98111,1015827,12.069,2.5,Europe & Central Asia,High income
CY,CYP,Cyprus,1997,17345.33047,890733,15.025,4,Europe & Central Asia,High income
CY,CYP,Cyprus,1991,13378.47822,783138,18.693,5.5,Europe & Central Asia,High income
CY,CYP,Cyprus,2010,33957.90165,1103685,11.689,1.9,Europe & Central Asia,High income
CY,CYP,Cyprus,1994,15540.73351,837166,17.114,4.8,Europe & Central Asia,High income
CY,CYP,Cyprus,2014,30295.21278,1153658,11.326,1.5,Europe & Central Asia,High income
CY,CYP,Cyprus,2012,31920.44547,1129303,11.534,1.7,Europe & Central Asia,High income
CY,CYP,Cyprus,1998,18340.12068,908040,14.36,3.7,Europe & Central Asia,High income
CY,CYP,Cyprus,2001,22353.30074,961482,12.828,3,Europe & Central Asia,High income
CY,CYP,Cyprus,1992,14576.68026,800660,18.255,5.3,Europe & Central Asia,High income
CY,CYP,Cyprus,2007,31767.05246,1063040,11.818,2.2,Europe & Central Asia,High income
CY,CYP,Cyprus,2009,34087.75901,1090486,11.741,2,Europe & Central Asia,High income
CY,CYP,Cyprus,1999,19211.71957,925491,13.758,3.5,Europe & Central Asia,High income
CY,CYP,Cyprus,2006,29706.28784,1048293,11.867,2.3,Europe & Central Asia,High income
CY,CYP,Cyprus,2008,34825.57756,1077010,11.78,2.1,Europe & Central Asia,High income
CY,CYP,Cyprus,2011,32983.18518,1116644,11.619,1.8,Europe & Central Asia,High income
CZ,CZE,Czech Republic,2006,24400.72696,10238905,10.3,3,Europe & Central Asia,High income: OECD
CZ,CZE,Czech Republic,1994,12723.69228,10333587,10.3,7.3,Europe & Central Asia,High income: OECD
CZ,CZE,Czech Republic,1992,11834.24759,10319123,11.8,8.9,Europe & Central Asia,High income: OECD
CZ,CZE,Czech Republic,2005,22286.45719,10211216,10,3.1,Europe & Central Asia,High income: OECD
CZ,CZE,Czech Republic,1996,14685.09267,10315241,8.8,5.8,Europe & Central Asia,High income: OECD
CZ,CZE,Czech Republic,2007,26680.49785,10298828,11.1,2.8,Europe & Central Asia,High income: OECD
CZ,CZE,Czech Republic,1993,12110.72095,10329855,11.7,8.1,Europe & Central Asia,High income: OECD
CZ,CZE,Czech Republic,2011,28604.21266,10496088,10.4,2.3,Europe & Central Asia,High income: OECD
CZ,CZE,Czech Republic,1990,12716.26885,10333355,12.6,10.3,Europe & Central Asia,High income: OECD
CZ,CZE,Czech Republic,1995,13805.63234,10327253,9.3,6.5,Europe & Central Asia,High income: OECD
CZ,CZE,Czech Republic,2004,20984.65585,10197101,9.6,3.3,Europe & Central Asia,High income: OECD
CZ,CZE,Czech Republic,2003,19609.26942,10193998,9.2,3.4,Europe & Central Asia,High income: OECD
CZ,CZE,Czech Republic,2014,31185.8787,10525347,10.4,1.9,Europe & Central Asia,High income: OECD
CZ,CZE,Czech Republic,2013,30043.5678,10514272,10.2,2,Europe & Central Asia,High income: OECD
CZ,CZE,Czech Republic,1991,11641.29592,10308578,12.5,9.7,Europe & Central Asia,High income: OECD
CZ,CZE,Czech Republic,1997,14892.66048,10304131,8.8,5.2,Europe & Central Asia,High income: OECD
CZ,CZE,Czech Republic,2010,27069.63397,10474410,11.2,2.4,Europe & Central Asia,High income: OECD
CZ,CZE,Czech Republic,2012,28727.90726,10510785,10.3,2.1,Europe & Central Asia,High income: OECD
CZ,CZE,Czech Republic,2008,27111.5482,10384603,11.5,2.7,Europe & Central Asia,High income: OECD
CZ,CZE,Czech Republic,1999,15387.3753,10283860,8.7,4.2,Europe & Central Asia,High income: OECD
CZ,CZE,Czech Republic,2002,18318.35495,10196916,9.1,3.5,Europe & Central Asia,High income: OECD
CZ,CZE,Czech Republic,2000,16282.47337,10255063,8.9,3.9,Europe & Central Asia,High income: OECD
CZ,CZE,Czech Republic,2001,17650.28994,10216605,8.9,3.7,Europe & Central Asia,High income: OECD
CZ,CZE,Czech Republic,1998,14969.25479,10294373,8.8,4.6,Europe & Central Asia,High income: OECD
CZ,CZE,Czech Republic,2009,27008.80686,10443936,11.3,2.5,Europe & Central Asia,High income: OECD
DE,DEU,Germany,1997,24183.8621,82034771,9.9,2.9,Europe & Central Asia,High income: OECD
DE,DEU,Germany,1990,19032.69606,79433029,11.4,3.4,Europe & Central Asia,High income: OECD
DE,DEU,Germany,1996,23655.81988,81914831,9.7,3,Europe & Central Asia,High income: OECD
DE,DEU,Germany,1992,21230.24836,80624598,10,3.5,Europe & Central Asia,High income: OECD
DE,DEU,Germany,1993,21386.50107,81156363,9.8,3.3,Europe & Central Asia,High income: OECD
DE,DEU,Germany,2003,29362.42507,82534176,8.6,2.7,Europe & Central Asia,High income: OECD
DE,DEU,Germany,1995,23093.6008,81678051,9.4,3.1,Europe & Central Asia,High income: OECD
DE,DEU,Germany,1994,22300.86809,81438348,9.5,3.2,Europe & Central Asia,High income: OECD
DE,DEU,Germany,2010,39639.47997,81776930,8.3,2.3,Europe & Central Asia,High income: OECD
DE,DEU,Germany,2007,36777.78306,82266372,8.3,2.5,Europe & Central Asia,High income: OECD
DE,DEU,Germany,2005,32184.05523,82469422,8.3,2.6,Europe & Central Asia,High income: OECD
DE,DEU,Germany,2013,44184.82304,82132753,8.3,2.2,Europe & Central Asia,High income: OECD
DE,DEU,Germany,2009,37112.88061,81902307,8.1,2.4,Europe & Central Asia,High income: OECD
DE,DEU,Germany,1998,24871.24091,82047195,9.6,2.9,Europe & Central Asia,High income: OECD
DE,DEU,Germany,2011,42142.5489,81797673,8.1,2.3,Europe & Central Asia,High income: OECD
DE,DEU,Germany,2001,27725.11014,82349925,8.9,2.7,Europe & Central Asia,High income: OECD
DE,DEU,Germany,2002,28435.90138,82488495,8.7,2.7,Europe & Central Asia,High income: OECD
DE,DEU,Germany,1991,20520.7394,80013896,10.4,3.5,Europe & Central Asia,High income: OECD
DE,DEU,Germany,2006,34690.33322,82376451,8.2,2.6,Europe & Central Asia,High income: OECD
DE,DEU,Germany,2004,30694.90234,82516260,8.6,2.6,Europe & Central Asia,High income: OECD
DE,DEU,Germany,2012,43600.1134,80425823,8.4,2.3,Europe & Central Asia,High income: OECD
DE,DEU,Germany,2014,46393.87652,80982500,8.6,2.2,Europe & Central Asia,High income: OECD
DE,DEU,Germany,2008,38438.74115,82110097,8.3,2.4,Europe & Central Asia,High income: OECD
DE,DEU,Germany,2000,26630.51119,82211508,9.3,2.8,Europe & Central Asia,High income: OECD
DE,DEU,Germany,1999,25798.2799,82100243,9.4,2.8,Europe & Central Asia,High income: OECD
DJ,DJI,Djibouti,1993,1790.42486,639215,38.188,48.6,Middle East & North Africa,Lower middle income
DJ,DJI,Djibouti,1992,1909.10633,627063,39.008,49,Middle East & North Africa,Lower middle income
DJ,DJI,Djibouti,1997,1639.942194,685644,33.793,46,Middle East & North Africa,Lower middle income
DJ,DJI,Djibouti,1995,1725.647095,661076,36.071,47.4,Middle East & North Africa,Lower middle income
DJ,DJI,Djibouti,2002,1768.428111,745459,30.079,43,Middle East & North Africa,Lower middle income
DJ,DJI,Djibouti,1999,1660.912953,710652,31.909,44.7,Middle East & North Africa,Lower middle income
DJ,DJI,Djibouti,2006,2158.330859,788941,28.22,40.4,Middle East & North Africa,Lower middle income
DJ,DJI,Djibouti,1994,1781.667213,649878,37.19,48,Middle East & North Africa,Lower middle income
DJ,DJI,Djibouti,2005,2025.13427,778406,28.67,41.1,Middle East & North Africa,Lower middle income
DJ,DJI,Djibouti,2003,1833.863819,756656,29.596,42.3,Middle East & North Africa,Lower middle income
DJ,DJI,Djibouti,2009,2557.639707,820097,26.987,38.2,Middle East & North Africa,Lower middle income
DJ,DJI,Djibouti,2010,2644.628229,830802,26.607,37.4,Middle East & North Africa,Lower middle income
DJ,DJI,Djibouti,1998,1629.415117,698256,32.781,45.2,Middle East & North Africa,Lower middle income
DJ,DJI,Djibouti,2014,3282.360241,876174,25.105,34.2,Middle East & North Africa,Lower middle income
DJ,DJI,Djibouti,1996,1654.48628,673202,34.911,46.7,Middle East & North Africa,Lower middle income
DJ,DJI,Djibouti,2000,1677.661256,722562,31.186,44.1,Middle East & North Africa,Lower middle income
DJ,DJI,Djibouti,2001,1723.537812,734088,30.594,43.6,Middle East & North Africa,Lower middle income
DJ,DJI,Djibouti,2012,2932.233342,853069,25.861,35.9,Middle East & North Africa,Lower middle income
DJ,DJI,Djibouti,1990,2011.669583,588356,40.002,49.8,Middle East & North Africa,Lower middle income
DJ,DJI,Djibouti,1991,1916.979786,610679,39.618,49.3,Middle East & North Africa,Lower middle income
DJ,DJI,Djibouti,2004,1928.388215,767644,29.129,41.7,Middle East & North Africa,Lower middle income
DJ,DJI,Djibouti,2008,2447.953808,809639,27.378,39,Middle East & North Africa,Lower middle income
DJ,DJI,Djibouti,2011,2782.971292,841802,26.233,36.7,Middle East & North Africa,Lower middle income
DJ,DJI,Djibouti,2013,3087.463317,864554,25.486,35.2,Middle East & North Africa,Lower middle income
